RA,DEC,Teff,logg,FeH,lmjd,planid,spid,fiberid,obsid,uid,rv,snru,snrg,mag_ps_g
348.657761,39.543099,5118.04,2.522,-1.653,60591,LN231823N414625BM01,1,212,1247701212,L14166593776015,-401.52,12.6,45.81,-999.0
350.2969748,39.7631195,4738.28,1.863,-1.116,60591,LN231823N414625BM01,1,232,1247701232,L14166076095466,-260.75,7.06,43.32,16.2941
348.3362298,41.8970892,4563.05,1.419,-1.233,60591,LN231823N414625BM01,3,99,1247703099,L14170734357722,-224.57,12.88,96.06,15.4476
348.2092118,42.2711507,4951.77,2.366,-0.955,60591,LN231823N414625BM01,3,233,1247703233,L14170773735962,-333.67,10.41,59.74,-999.0
350.1887096,41.662744,5228.72,2.547,-1.629,60591,LN231823N414625BM01,4,122,1247704122,L14171102923871,-298.05,29.41,98.3,-999.0
348.95773,41.9471648,4925.44,2.276,-0.912,60591,LN231823N414625BM01,4,153,1247704153,L14170949187974,-73.23,8.04,45.54,-999.0
348.9205591,40.7116073,4919.68,2.509,-0.863,60591,LN231823N414625BM01,5,91,1247705091,L14166312601956,-311.45,17.11,106.76,15.2192
352.8288534,41.3757124,4970.86,2.269,-1.371,60591,LN231823N414625BM01,6,23,1247706023,L14158602220036,-336.93,11.56,54.45,-999.0
351.8429817,41.4362948,5011.67,2.361,-1.743,60591,LN231823N414625BM01,6,68,1247706068,L14158393280362,-286.83,5.34,22.7,-999.0
351.5499253,41.1700636,4869.0,2.438,-0.775,60591,LN231823N414625BM01,6,175,1247706175,L14170195076565,-266.97,17.04,96.06,-999.0
350.8947181,41.6136941,5118.36,2.408,-0.906,60591,LN231823N414625BM01,8,215,1247708215,L14170388392850,-127.13,11.11,59.11,20.4811
350.62628,42.6825034,5021.81,2.381,-0.736,60591,LN231823N414625BM01,9,173,1247709173,L14171133602770,-117.43,7.56,49.72,16.144
349.0852459,44.1634552,4970.7,2.298,-1.596,60591,LN231823N414625BM01,11,10,1247711010,L14173224004096,-64.66,5.54,31.27,-999.0
352.6013628,42.4603382,5117.62,2.303,-0.787,60591,LN231823N414625BM01,13,84,1247713084,L14159256820517,-39.77,9.43,51.33,-999.0
351.8098869,42.6201955,5257.48,2.681,-1.493,60591,LN231823N414625BM01,13,157,1247713157,L14158965261715,-46.5,26.72,97.38,-999.0
346.4422409,41.8921924,4975.83,2.798,-0.81,60591,LN231823N414625BM01,14,2,1247714002,L14167712277689,-60.93,10.44,60.13,-999.0
346.7742729,41.8388918,4929.89,2.455,-0.89,60591,LN231823N414625BM01,14,40,1247714040,L14167525360178,-96.63,6.43,41.98,19.4316
348.2893824,42.6031876,4995.28,2.396,-1.724,60591,LN231823N414625BM01,15,93,1247715093,L14170743272200,-193.58,9.35,45.99,-999.0
348.8664513,43.1117106,5066.26,2.947,-1.05,60591,LN231823N414625BM01,15,221,1247715221,L14172976990387,-57.38,12.08,61.89,15.6518
314.7412787,20.3302707,4177.11,0.993,-0.995,60592,LN205816N221933VB01,1,34,1257101034,L14142437164737,-183.18,22.49,229.08,-999.0
314.1577863,20.5748801,5339.48,2.679,-1.011,60592,LN205816N221933VB01,1,73,1257101073,L14143142507302,-163.59,20.84,72.9,19.424
314.235604,19.9672502,4403.96,1.065,-1.433,60592,LN205816N221933VB01,1,106,1257101106,G14142413283401,-126.66,13.46,81.48,-999.0
312.6809141,21.0134137,4451.27,1.507,-0.977,60592,LN205816N221933VB01,2,73,1257102073,L14140910341347,-49.68,7.53,43.77,18.9937
312.9010677,20.6540966,4999.44,2.299,-1.756,60592,LN205816N221933VB01,2,79,1257102079,G14140821205545,-251.6,16.27,52.05,-999.0
312.8960818,20.5158648,4646.87,2.533,-0.735,60592,LN205816N221933VB01,2,91,1257102091,L14140813885438,-48.66,10.83,51.53,14.8148
313.7282674,22.0080256,4224.66,1.346,-0.98,60592,LN205816N221933VB01,3,201,1257103201,L14142824457969,-51.87,24.8,215.17,-999.0
313.4953474,22.9552789,4292.96,1.605,-0.857,60592,LN205816N221933VB01,3,240,1257103240,G14139467699167,-39.24,16.68,143.99,-999.0
314.9890286,21.979278,4764.25,2.503,-0.775,60592,LN205816N221933VB01,4,80,1257104080,L14143059831154,-40.78,9.8,55.28,14.7494
314.8667181,22.4385241,5202.15,2.525,-1.266,60592,LN205816N221933VB01,4,108,1257104108,L14139893750035,-29.15,21.68,77.87,14.2094
315.2728035,22.3662603,4988.65,2.458,-0.715,60592,LN205816N221933VB01,4,123,1257104123,L14139705646661,-15.32,17.26,85.57,-999.0
314.340315,21.7097129,5015.3,2.178,-0.949,60592,LN205816N221933VB01,5,66,1257105066,L14142976532793,-123.44,44.53,202.98,-999.0
316.371074,22.1685996,4700.28,1.68,-1.419,60592,LN205816N221933VB01,6,124,1257106124,L14139616810095,-239.38,22.51,109.85,-999.0
316.9376,21.7492237,4629.08,1.692,-1.154,60592,LN205816N221933VB01,6,149,1257106149,G14142578334684,-310.78,11.14,78.78,-999.0
316.5685981,21.1415862,4677.07,1.425,-0.935,60592,LN205816N221933VB01,7,217,1257107217,G14142676345427,-134.18,24.15,199.06,15.1999
315.4055118,22.0610334,4722.23,2.365,-0.713,60592,LN205816N221933VB01,8,118,1257108118,L14139710217574,-16.12,11.62,80.29,16.7203
315.3142531,20.9933174,5052.93,2.45,-0.835,60592,LN205816N221933VB01,8,145,1257108145,G14143288700393,-64.82,10.61,66.86,14.5794
315.5794259,22.2563119,4774.88,2.453,-0.776,60592,LN205816N221933VB01,8,205,1257108205,L14139770056808,-46.11,17.61,91.95,14.747
312.9928449,21.9026179,4824.4,1.768,-1.782,60592,LN205816N221933VB01,10,27,1257110027,L14142806942451,-294.15,7.51,42.34,-999.0
312.9298594,22.1379611,4835.8,1.831,-1.728,60592,LN205816N221933VB01,10,100,1257110100,G14139316588881,-166.81,27.58,115.9,-999.0
312.3193404,22.1985709,5236.22,2.645,-1.226,60592,LN205816N221933VB01,10,173,1257110173,L14133945540408,-333.31,60.03,198.16,-999.0
312.8060366,21.8926842,4690.84,1.873,-0.747,60592,LN205816N221933VB01,10,185,1257110185,L14142792512386,-46.74,7.01,54.51,-999.0
313.0534027,21.5562914,4862.81,2.616,-0.783,60592,LN205816N221933VB01,10,218,1257110218,L14142815976468,-48.33,13.17,80.04,-999.0
314.8125002,23.8375071,4968.79,2.745,-0.723,60592,LN205816N221933VB01,11,248,1257111248,L14139131003667,-79.99,50.29,205.93,-999.0
316.7800992,23.0196629,4342.37,1.754,-0.802,60592,LN205816N221933VB01,13,99,1257113099,L14109388373015,-63.89,17.19,150.74,-999.0
316.9830302,22.886255,4798.91,2.4,-0.739,60592,LN205816N221933VB01,13,131,1257113131,L14109455589791,-66.98,5.5,36.88,14.7449
312.0269504,22.3472403,4668.17,1.549,-1.488,60592,LN205816N221933VB01,14,4,1257114004,G14133985226897,-164.01,42.3,176.09,14.7952
312.2705506,22.6088111,5065.95,2.442,-0.792,60592,LN205816N221933VB01,14,32,1257114032,G14131019167663,-100.38,18.54,80.84,-999.0
312.7987204,22.7870315,4241.08,1.416,-0.8,60592,LN205816N221933VB01,14,119,1257114119,G14131003761019,-136.32,6.91,94.53,13.6746
312.3988182,22.8486366,4889.82,2.511,-0.746,60592,LN205816N221933VB01,14,220,1257114220,L14131212171098,6.71,5.69,46.68,-999.0
313.2918017,23.1176244,4900.91,2.208,-0.827,60592,LN205816N221933VB01,15,101,1257115101,L14131095979857,-191.59,13.7,80.27,-999.0
314.1065618,23.1523299,4645.77,1.369,-1.229,60592,LN205816N221933VB01,15,143,1257115143,L14139473567057,-173.65,25.39,141.52,-999.0
313.7772015,24.3858452,5028.24,2.893,-0.816,60592,LN205816N221933VB01,16,10,1257116010,L14130619425444,-157.15,9.1,57.63,14.9483
313.320103,24.0940626,4408.22,1.898,-0.728,60592,LN205816N221933VB01,16,28,1257116028,L14131342857659,12.12,14.43,127.05,-999.0
312.4913552,23.7962125,5436.57,2.925,-1.525,60592,LN205816N221933VB01,16,67,1257116067,L14131279369940,-309.29,14.91,57.64,-999.0
313.0571979,24.1727054,5168.32,2.543,-1.012,60592,LN205816N221933VB01,16,136,1257116136,G14131459069727,-69.96,10.31,49.44,-999.0
82.7725594,22.9187933,4414.04,1.71,-0.799,60610,LN052825N224433VB01,9,85,1260709085,G16739681478905,1.9,7.21,36.18,14.8416
4.7724002,51.5558853,4949.2,2.298,-0.715,60611,LN002751N525717BM01,2,42,1260802042,L16850909477569,-70.7,21.18,90.01,15.4655
7.7780883,53.1002443,4941.01,2.192,-1.566,60611,LN002751N525717BM01,4,109,1260804109,L16850116389220,-182.64,13.55,69.88,-999.0
6.2617573,51.5381549,4946.32,2.172,-0.874,60611,LN002751N525717BM01,5,10,1260805010,L16853426476843,-144.1,10.86,43.18,-999.0
7.2296433,52.1015413,5119.04,2.605,-1.507,60611,LN002751N525717BM01,5,143,1260805143,L16853198755306,-161.13,18.08,78.15,20.2063
5.9498111,51.7669626,5157.33,2.729,-1.67,60611,LN002751N525717BM01,5,221,1260805221,L16853002784265,9.52,16.97,78.21,19.9785
9.506605,51.3116355,4656.05,1.491,-1.581,60611,LN002751N525717BM01,7,15,1260807015,L16851624001660,-206.88,5.06,57.59,15.6447
8.369954,52.0055423,4935.34,2.198,-0.713,60611,LN002751N525717BM01,8,175,1260808175,L16852762785770,-100.83,7.22,47.28,-999.0
3.7048717,52.8664151,4946.32,2.87,-0.713,60611,LN002751N525717BM01,10,164,1260810164,G16846439228846,-160.02,8.16,66.65,-999.0
7.5261835,54.4992192,5430.6,2.749,-0.798,60611,LN002751N525717BM01,11,229,1260811229,L16847992103109,-328.99,11.88,62.49,-999.0
6.3041346,53.6310629,4956.08,2.433,-1.223,60611,LN002751N525717BM01,15,142,1260815142,L16847759923005,-160.89,16.01,97.3,-999.0
72.4199956,17.3782369,5061.29,2.391,-1.395,60611,LN045335N190422BM01,2,209,1261002209,G16764183282058,-61.0,5.37,28.07,-999.0
73.3393431,18.0512983,5068.1,2.412,-0.831,60611,LN045335N190422BM01,5,177,1261005177,G16756176552498,-17.37,26.99,158.42,15.1741
74.3488971,17.6801908,5007.19,2.284,-0.746,60611,LN045335N190422BM01,7,231,1261007231,L16765679756639,16.56,6.45,88.47,-999.0
74.6676898,18.9319355,5040.42,2.395,-0.755,60611,LN045335N190422BM01,8,78,1261008078,G16758153189809,34.92,25.76,138.88,20.3757
73.939865,20.0494396,5044.78,2.941,-0.718,60611,LN045335N190422BM01,9,142,1261009142,G16756432161164,19.79,8.61,58.19,19.5511
73.1066401,20.3817871,4861.92,2.608,-0.814,60611,LN045335N190422BM01,15,217,1261015217,G16709874808805,-42.93,12.34,84.57,19.5409
126.3967945,14.9212722,4929.07,2.209,-0.749,60611,LN082445N171054VB01,1,118,1261101118,G16326014770167,16.81,11.61,62.75,-999.0
125.3781048,14.8877976,5271.29,2.797,-1.727,60611,LN082445N171054VB01,2,159,1261102159,G16325884539561,5.37,22.13,71.47,-999.0
125.5004129,16.5268171,5100.93,2.603,-1.595,60611,LN082445N171054VB01,3,204,1261103204,G16329391211581,87.47,14.73,56.38,-999.0
126.0657018,16.777634,4964.17,2.362,-0.724,60611,LN082445N171054VB01,4,7,1261104007,G16329401208253,58.06,9.26,54.79,19.5521
126.4849291,16.7716234,4341.03,1.801,-0.754,60611,LN082445N171054VB01,4,76,1261104076,G16329328346082,70.9,10.71,99.07,13.8767
128.202137,16.907344,5090.63,2.604,-1.229,60611,LN082445N171054VB01,6,70,1261106070,G16326984024846,290.43,8.74,44.57,15.0898
128.1769294,16.0009337,5165.32,2.959,-1.21,60611,LN082445N171054VB01,7,203,1261107203,G16326838698463,-132.93,15.91,82.75,-999.0
123.9762483,16.7638435,4347.1,1.293,-0.993,60611,LN082445N171054VB01,10,168,1261110168,G16327673987563,25.08,5.52,50.41,-999.0
125.6904667,19.0075647,4850.69,2.187,-1.05,60611,LN082445N171054VB01,11,36,1261111036,G16337288886669,55.8,8.62,46.83,14.2167
126.744201,19.0310972,4819.56,2.098,-1.124,60611,LN082445N171054VB01,12,69,1261112069,G16334340382444,101.6,7.88,43.35,-999.0
128.023226,18.4807168,5173.14,2.795,-1.258,60611,LN082445N171054VB01,13,153,1261113153,G16326660884568,-93.11,8.38,41.49,-999.0
124.1884681,17.3467847,4756.79,2.448,-0.758,60611,LN082445N171054VB01,14,47,1261114047,G16328147037397,131.69,6.72,37.52,15.0426
123.7770686,17.6051269,4507.19,1.237,-1.106,60611,LN082445N171054VB01,14,165,1261114165,G16328211583204,182.15,52.53,237.44,10.5445
126.1940213,18.1093453,4810.53,1.852,-0.808,60611,LN082445N171054VB01,15,156,1261115156,G16328447257962,-61.21,19.95,127.07,-999.0
336.7462563,19.8574814,5003.92,2.462,-1.05,60611,LN222646N215210BM01,1,37,1261201037,L13416082958373,-293.43,7.18,26.55,-999.0
336.5799187,19.9573786,4489.61,1.241,-1.369,60611,LN222646N215210BM01,1,71,1261201071,L13415985705385,-295.49,11.34,59.63,-999.0
336.8579324,19.4892591,4852.47,1.987,-1.791,60611,LN222646N215210BM01,1,121,1261201121,L13416169153536,-92.53,10.06,29.68,-999.0
337.2915212,19.8711652,4863.41,2.613,-0.759,60611,LN222646N215210BM01,1,245,1261201245,L13416062986776,-88.97,7.79,44.46,-999.0
335.1358499,20.3172457,4481.33,1.239,-1.408,60611,LN222646N215210BM01,2,46,1261202046,L13402425775742,-13.66,20.39,91.34,15.0615
335.662124,19.7188224,4720.68,1.858,-1.246,60611,LN222646N215210BM01,2,121,1261202121,L13402322471613,-197.85,7.04,25.45,16.8212
336.1829209,20.0162314,4547.66,1.501,-1.222,60611,LN222646N215210BM01,2,148,1261202148,L13401833895944,-124.32,5.32,28.06,19.542
336.1017985,19.8330807,5057.07,2.542,-1.378,60611,LN222646N215210BM01,2,216,1261202216,L13415943907753,-344.08,34.31,101.49,-999.0
335.8597495,20.1126322,5122.12,2.637,-1.634,60611,LN222646N215210BM01,2,242,1261202242,L13401816198082,-276.96,9.23,31.22,-999.0
335.7763853,21.8670145,4593.67,1.392,-1.457,60611,LN222646N215210BM01,3,89,1261203089,L13404435231713,-200.02,27.58,116.7,-999.0
335.5244657,21.7570998,4525.7,1.421,-1.327,60611,LN222646N215210BM01,3,98,1261203098,L13404426762140,-442.66,9.89,53.25,20.8726
335.4621224,21.9403006,4850.02,2.269,-1.051,60611,LN222646N215210BM01,3,178,1261203178,L13404227718565,-249.28,7.68,36.24,16.6547
336.1074543,21.4179653,5481.31,2.916,-0.837,60611,LN222646N215210BM01,3,205,1261203205,L13403710613113,-268.56,13.49,45.7,-999.0
336.2677179,21.3919564,4929.75,2.899,-0.947,60611,LN222646N215210BM01,3,222,1261203222,L13403706331258,-167.98,12.46,60.72,16.2219
335.9789315,21.5151594,5264.85,2.765,-0.924,60611,LN222646N215210BM01,3,225,1261203225,L13404416817819,-77.58,25.55,87.64,-999.0
337.2129411,21.8440387,5258.31,2.432,-1.446,60611,LN222646N215210BM01,4,102,1261204102,L13403016540275,-57.47,6.26,21.22,20.9892
336.7293873,22.1857281,4310.59,1.12,-1.15,60611,LN222646N215210BM01,4,184,1261204184,L13403648889399,-335.65,7.61,70.56,-999.0
336.6148029,21.0181508,4991.96,2.366,-1.425,60611,LN222646N215210BM01,5,62,1261205062,L13401673506761,-333.42,8.35,41.05,20.3353
336.5206027,20.9175072,4856.01,2.521,-0.799,60611,LN222646N215210BM01,5,100,1261205100,L13401664087776,-71.11,21.19,120.24,-999.0
337.0819053,20.6524573,5050.85,2.452,-0.852,60611,LN222646N215210BM01,5,200,1261205200,L13415930471287,-224.37,11.49,58.01,20.2777
338.5925572,21.209579,4261.23,0.923,-1.239,60611,LN222646N215210BM01,6,47,1261206047,G13414646940322,-61.6,11.96,101.73,-999.0
339.2106452,21.9587776,4422.74,1.004,-1.545,60611,LN222646N215210BM01,6,194,1261206194,L13415314153013,-109.65,12.17,75.89,15.5294
338.7193059,20.3710778,5033.77,2.612,-1.203,60611,LN222646N215210BM01,7,125,1261207125,L13417318742326,-120.59,21.92,102.83,-999.0
337.5152721,21.2013635,5156.85,2.678,-1.657,60611,LN222646N215210BM01,8,43,1261208043,L13414540548313,-67.71,21.51,75.49,15.7778
337.4508357,20.6817979,4901.32,1.994,-1.355,60611,LN222646N215210BM01,8,73,1261208073,L13416432041744,-260.57,5.24,27.34,17.0731
337.6751992,21.5597118,5142.9,2.35,-0.926,60611,LN222646N215210BM01,8,116,1261208116,L13414563390462,-358.21,32.24,121.36,-999.0
337.0907354,22.7823214,4468.02,1.19,-1.505,60611,LN222646N215210BM01,9,138,1261209138,L13402784317196,-222.25,5.93,39.71,-999.0
337.8807899,21.9620502,4935.06,2.719,-0.739,60611,LN222646N215210BM01,9,187,1261209187,L13403220599748,-58.87,5.1,31.14,16.9922
337.7779856,22.3333973,4572.97,1.429,-1.394,60611,LN222646N215210BM01,9,212,1261209212,L13403194674055,-34.45,10.31,61.3,15.9482
335.1876429,21.1199997,5405.84,2.981,-1.032,60611,LN222646N215210BM01,10,46,1261210046,L13404161087078,-87.22,8.05,32.74,16.8169
334.6022821,21.3577905,5014.39,2.53,-1.258,60611,LN222646N215210BM01,10,91,1261210091,L13404109492344,-385.0,27.98,105.35,14.757
334.6791656,20.5698898,4816.35,2.584,-0.768,60611,LN222646N215210BM01,10,111,1261210111,L13402173784317,-32.23,14.95,80.03,18.4039
334.5664152,21.6872849,4229.65,1.082,-1.027,60611,LN222646N215210BM01,10,164,1261210164,G13404091621988,-220.22,5.45,68.84,-999.0
334.7857811,20.8061749,4883.91,2.166,-1.242,60611,LN222646N215210BM01,10,228,1261210228,L13402138472033,-199.83,7.23,38.73,-999.0
335.968072,24.0856742,4840.55,2.182,-0.754,60611,LN222646N215210BM01,11,25,1261211025,L13400852049632,-142.22,7.45,46.02,15.6699
336.3525388,23.4503215,4856.43,1.762,-1.547,60611,LN222646N215210BM01,11,27,1261211027,L13403811470377,-127.91,5.83,35.85,-999.0
336.4069063,23.575182,5111.34,2.599,-1.522,60611,LN222646N215210BM01,11,37,1261211037,L13403817053193,-350.76,21.39,73.32,-999.0
336.7174469,23.6541465,4888.5,2.213,-1.34,60611,LN222646N215210BM01,11,64,1261211064,L13403844767022,-59.35,5.84,30.75,-999.0
337.137558,24.242863,5135.11,2.923,-0.997,60611,LN222646N215210BM01,11,123,1261211123,L13281655452572,-160.65,10.7,43.24,16.095
336.3904978,24.0371372,4734.22,1.761,-1.257,60611,LN222646N215210BM01,11,189,1261211189,L13400840839260,-263.19,15.99,78.45,15.2186
337.8047297,23.3523803,4951.69,2.783,-1.2,60611,LN222646N215210BM01,12,41,1261212041,L13403472341634,-89.88,8.69,51.62,-999.0
338.6679722,22.495728,5067.07,2.519,-1.224,60611,LN222646N215210BM01,13,44,1261213044,L13414661743904,-369.95,16.34,67.62,20.4524
339.1656687,22.560915,5092.19,2.729,-1.172,60611,LN222646N215210BM01,13,145,1261213145,L13415237842979,-153.45,8.75,39.72,16.1006
338.2959088,22.5339679,5088.7,2.818,-1.174,60611,LN222646N215210BM01,13,187,1261213187,L13403055257624,-67.47,11.67,47.02,16.3492
334.1064911,21.8368256,5038.35,2.618,-1.3,60611,LN222646N215210BM01,14,16,1261214016,L13400609531536,-199.9,6.16,30.19,16.6704
334.3454199,21.997548,4576.26,1.092,-1.759,60611,LN222646N215210BM01,14,17,1261214017,G13400819446808,-57.64,6.36,31.07,-999.0
334.5358232,21.8319366,5374.67,2.751,-0.765,60611,LN222646N215210BM01,14,34,1261214034,L13400584947135,-85.47,20.88,73.13,20.2493
334.9030535,21.9542294,4827.61,2.498,-0.829,60611,LN222646N215210BM01,14,130,1261214130,L13404222416470,-4.69,18.13,83.49,-999.0
334.8581171,21.8529786,4968.68,2.314,-1.254,60611,LN222646N215210BM01,14,136,1261214136,L13404276504045,-299.67,5.33,21.86,-999.0
334.8160962,22.5979952,5159.68,2.843,-1.497,60611,LN222646N215210BM01,14,181,1261214181,L13400660454536,-196.44,10.53,35.06,16.3113
335.1485926,22.6907627,5456.79,2.876,-0.921,60611,LN222646N215210BM01,14,197,1261214197,L13401113004333,-135.21,15.89,51.95,-999.0
334.6876103,22.8270804,4654.44,1.542,-1.427,60611,LN222646N215210BM01,14,236,1261214236,L13401337004595,-346.01,14.17,66.76,20.963
336.3859402,23.1084396,5064.48,2.57,-1.779,60611,LN222646N215210BM01,15,202,1261215202,L13404055681682,-180.53,15.39,59.77,-999.0
335.1111107,23.3897486,4523.25,0.989,-1.448,60611,LN222646N215210BM01,16,134,1261216134,L13401206548784,-310.08,5.21,32.83,16.2124
334.8912712,23.2042097,5087.89,2.779,-1.215,60611,LN222646N215210BM01,16,171,1261216171,L13401350988682,-44.84,17.8,76.26,-999.0
11.8309362,2.2084672,5145.34,2.836,-1.323,60612,LN005156N040337BM01,2,182,1261302182,G17068785130759,-180.23,20.9,70.08,-999.0
11.9545567,2.0776059,4893.17,2.293,-1.203,60612,LN005156N040337BM01,2,207,1261302207,L17068958383421,-218.27,12.07,56.64,-999.0
14.3980012,3.511933,4947.63,2.441,-1.006,60612,LN005156N040337BM01,6,154,1261306154,G17076485144672,-146.29,7.06,39.13,-999.0
14.6561978,2.3337501,5263.29,2.462,-1.166,60612,LN005156N040337BM01,7,225,1261307225,G17069582216411,-41.19,6.24,44.61,-999.0
13.9929848,4.7096436,5111.21,2.643,-1.506,60612,LN005156N040337BM01,9,67,1261309067,G17073224411328,14.15,13.54,55.2,-999.0
14.5198355,5.9242872,5042.6,2.208,-1.765,60612,LN005156N040337BM01,12,103,1261312103,G17066650283808,35.01,17.91,75.63,-999.0
10.5781567,4.0726134,5263.02,2.732,-1.021,60612,LN005156N040337BM01,14,2,1261314002,G17104349472822,-212.57,8.89,42.71,-999.0
11.4325446,4.2089163,4648.61,1.642,-1.34,60612,LN005156N040337BM01,14,133,1261314133,G17070753875624,-116.94,14.48,71.74,14.9745
10.5702511,4.295025,4855.85,1.924,-1.754,60612,LN005156N040337BM01,14,213,1261314213,G17104458115147,-196.12,5.13,27.19,-999.0
44.2371366,-7.4527499,4729.06,1.633,-1.572,60612,LN025936S071047BM01,3,61,1261403061,G9705630779257,97.12,5.58,46.01,15.5012
45.2858231,-5.8465362,5182.01,2.944,-1.399,60612,LN025936S071047BM01,9,104,1261409104,G9692139623082,-39.95,6.04,29.81,-999.0
44.6539861,-5.5509896,4975.61,2.318,-1.686,60612,LN025936S071047BM01,11,49,1261411049,G9692715751719,-214.33,6.9,36.87,14.8576
44.2254588,-6.3036724,5109.64,2.815,-0.797,60612,LN025936S071047BM01,15,115,1261415115,G9705045534630,175.02,5.42,37.24,-999.0
91.3004402,11.2118303,4653.21,1.692,-1.201,60612,LN055601N113118VB01,6,195,1261506195,L15998902449156,-53.69,8.57,70.35,-999.0
90.2566168,9.8026198,5246.82,2.862,-1.772,60612,LN055601N113118VB01,7,115,1261507115,L15952457851272,135.84,8.27,49.95,-999.0
89.975914,13.5051645,5415.27,2.919,-0.984,60612,LN055601N113118VB01,12,242,1261512242,L16518747369108,-171.19,6.26,44.67,-999.0
331.8470039,-5.5635291,4992.2,2.263,-0.912,60612,LN220811S033152BM01,1,48,1261601048,G12760441508750,-185.65,5.02,28.21,-999.0
331.6946126,-5.3145498,5203.46,2.491,-0.954,60612,LN220811S033152BM01,1,69,1261601069,L12760431745834,-66.9,5.13,26.5,-999.0
331.20456,-5.2923395,4820.64,1.936,-1.5,60612,LN220811S033152BM01,2,215,1261602215,L12760575967437,-177.63,7.31,35.8,-999.0
331.1392892,-4.1499325,4911.15,2.088,-1.504,60612,LN220811S033152BM01,3,25,1261603025,L12753293210996,-83.47,6.4,32.84,-999.0
331.8658931,-3.3958345,4502.61,1.157,-1.543,60612,LN220811S033152BM01,4,163,1261604163,G12763890046391,16.5,6.04,40.1,-999.0
332.2813448,-4.3090138,5074.75,2.839,-1.151,60612,LN220811S033152BM01,5,145,1261605145,G12761026467169,-168.91,10.73,63.31,-999.0
333.8554503,-4.2434589,4960.35,2.133,-1.494,60612,LN220811S033152BM01,6,45,1261606045,L12763716202901,-452.01,5.09,28.6,-999.0
333.6928661,-3.8187417,5455.65,2.769,-0.811,60612,LN220811S033152BM01,6,104,1261606104,L12763746110032,-62.27,7.85,34.95,16.2688
334.0046834,-3.6026345,4507.33,1.282,-1.413,60612,LN220811S033152BM01,6,120,1261606120,G12763605463049,-22.05,10.55,73.76,-999.0
332.7521089,-5.2143669,5083.56,2.452,-0.946,60612,LN220811S033152BM01,7,128,1261607128,L12760734181510,-6.54,6.08,51.42,14.7241
332.8737471,-3.9489138,5171.22,2.911,-1.45,60612,LN220811S033152BM01,8,122,1261608122,L12764607431998,-140.55,10.38,48.7,-999.0
332.9385872,-3.5910404,5219.09,2.372,-0.93,60612,LN220811S033152BM01,8,213,1261608213,G12764561569423,-217.71,11.06,55.26,15.5708
333.1590317,-2.8188937,4915.98,2.33,-1.191,60612,LN220811S033152BM01,9,60,1261609060,L12763230397301,-425.41,7.2,40.72,-999.0
332.8341857,-2.5049355,5167.04,2.958,-1.291,60612,LN220811S033152BM01,9,229,1261609229,G12763327512096,-80.19,6.12,30.43,16.1719
330.2193516,-3.6374646,4796.16,1.733,-1.605,60612,LN220811S033152BM01,10,89,1261610089,L12753681086431,-143.22,7.69,43.46,-999.0
331.4339354,-1.2306843,4919.8,2.434,-1.043,60612,LN220811S033152BM01,11,4,1261611004,G12754049721648,-296.47,7.81,47.68,-999.0
332.5079703,-1.2918397,4769.7,1.525,-1.687,60612,LN220811S033152BM01,11,141,1261611141,L12762673694142,-177.62,5.76,32.03,-999.0
332.1215449,-2.2976769,5465.16,2.887,-1.553,60612,LN220811S033152BM01,15,29,1261615029,L12762969012717,81.48,17.69,63.54,-999.0
331.5641263,-1.9801212,4570.21,1.163,-1.421,60612,LN220811S033152BM01,16,102,1261616102,G12762923502525,-171.84,10.01,69.63,-999.0
330.9049627,-1.515459,5031.42,2.532,-1.373,60612,LN220811S033152BM01,16,232,1261616232,L12754610055464,-244.07,10.53,58.81,14.9977
0.2157774,10.6712602,4709.52,1.577,-1.395,60613,LN000024N121601BM01,1,7,1261701007,L17051043090079,-18.66,18.95,86.77,-999.0
0.4980534,10.6592925,5386.01,2.764,-0.725,60613,LN000024N121601BM01,1,15,1261701015,G17051069614359,8.68,20.25,78.19,15.4375
359.7682681,10.6162543,4903.33,2.069,-1.726,60613,LN000024N121601BM01,1,54,1261701054,L13198480549736,-209.12,24.98,88.5,15.1325
359.829883,10.2476988,5146.27,2.698,-1.542,60613,LN000024N121601BM01,1,142,1261701142,G13198598941354,-255.52,13.19,47.95,15.9916
359.6817545,9.8937899,4831.39,2.113,-0.968,60613,LN000024N121601BM01,1,225,1261701225,G13198624175561,174.29,10.87,60.33,-999.0
358.8261258,10.7297989,4938.34,2.315,-1.217,60613,LN000024N121601BM01,2,195,1261702195,L13254483478198,-151.21,27.03,105.34,20.4554
359.2224026,10.7647078,4980.97,2.877,-0.703,60613,LN000024N121601BM01,2,250,1261702250,L13254494178549,-77.6,18.11,93.47,-999.0
359.3996635,11.8479974,4939.83,2.325,-1.489,60613,LN000024N121601BM01,3,203,1261703203,L13220127191163,-27.79,7.08,32.59,17.2393
359.5618486,11.6862505,4788.37,2.049,-1.453,60613,LN000024N121601BM01,3,217,1261703217,L13220164351466,-17.85,5.91,30.06,-999.0
0.3689022,12.1223351,5192.73,2.398,-1.034,60613,LN000024N121601BM01,4,62,1261704062,L17081263214460,-291.5,5.91,26.59,-999.0
359.5938874,12.3530368,5167.6,2.424,-0.958,60613,LN000024N121601BM01,4,150,1261704150,G13220904225006,-169.43,19.4,77.11,15.2597
0.0863223,10.8650654,5071.28,2.409,-0.773,60613,LN000024N121601BM01,5,46,1261705046,G17051079546294,-94.08,23.15,133.39,18.2828
